Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value (RandomForest)
526,Ziaire Williams,SF,21,7.4,-5.6,-0.5,0.1,0.172205438,0.08411215,0.168,0.199652295,0.622,3.6,-0.737108594,-0.428773071
303,Sandro Mamukelashvili,C,23,12.2,-2.7,-0.05,0.4,0.19939577,0.144859813,0.364,0.119662726,0.4875,-3.105,-0.508886333,-0.434279171
464,Jae'Sean Tate,SF,27,12.2,-3.5,-0.3,0.7,0.274924471,0.252336449,0.304,0.242280946,0.268,-7.62,-0.648305587,-0.440880366
529,Justise Winslow,PF,26,9.3,-2.8,-0.2,0.4,0.205438066,0.317757009,0.4,0.278442281,0.402,-3.96,-0.503225502,-0.443436685
324,Doug McDermott,SF,31,11.2,-3.2,-0.4,1,0.3081571,0.130841121,0.176,0.463317107,0.268,-9.82,-0.740445585,-0.445996246
259,Nikola Jović,PF,19,10.6,-3.4,-0.1,0.2,0.166163142,0.065420561,0.168,0.074965229,0.537,-0.13,-0.672222361,-0.447596516
282,Jake LaRavia,PF,21,6.7,-3.5,-0.2,0.5,0.090634441,0.056074766,0.144,0.147357441,0.622,3.6,-0.705143715,-0.448942826
270,Nathan Knight,C,25,14.5,-3.2,-0.1,0.7,0.111782477,0.028037383,0.12,0.103164117,0.512,-0.22,-0.656755714,-0.451901404
119,Mamadi Diakite,C,26,9,-3.4,-0.1,0.2,0.078549849,0.037383178,0.112,0.063282337,0.622,5.23,-0.717186281,-0.45799081
158,Usman Garuba,C,20,12.9,-1.4,0.2,1.8,0.090634441,0.08411215,0.328,0.341063978,0.268,-7.62,-0.532399155,-0.462875694
348,Markieff Morris,PF,33,10.7,-1.9,0,0.4,0.108761329,0.08411215,0.176,0.102086231,0.549,1.03,-0.650028077,-0.464144218
206,Juancho Hernangómez,PF,27,7.6,-3.3,-0.2,0.7,0.087613293,0.056074766,0.232,0.217872045,0.5,1.59,-0.722387399,-0.465704048
293,Nassir Little,SF,22,10.2,-3,-0.3,0.7,0.19939577,0.08411215,0.208,0.344958275,0.402,-3.96,-0.657528153,-0.467529246
251,Damian Jones,C,27,13.1,-1.75,0,0.6,0.107250755,0.037383178,0.24,0.086369958,0.4875,-0.3,-0.590501836,-0.471412748
271,Kevin Knox,PF,23,12.4,-4.6,-0.2,0.1,0.256797583,0.08411215,0.264,0.130076495,0.402,-3.96,-0.717938167,-0.47347218
162,Taj Gibson,C,37,11.4,-3.2,-0.1,0.8,0.102719033,0.065420561,0.152,0.16961057,0.427,-1.06,-0.795562285,-0.474873841
160,Rudy Gay,PF,36,9,-4,-0.4,0.3,0.157099698,0.093457944,0.232,0.288108484,0.451,-1.03,-0.794392594,-0.475311845
118,Moussa Diabaté,C,21,14.2,-2.8,0,0.4,0.081570997,0.018691589,0.184,0.070201669,0.537,0.31,-0.607843153,-0.476625724
130,Jeff Dowtin,PG,25,9.9,-1.9,0,0.4,0.072507553,0.112149533,0.072,0.092976356,0.5,1.59,-0.701089828,-0.4811965
294,Isaiah Livers,PF,24,8.4,-2.4,-0.1,1,0.202416918,0.074766355,0.224,0.424235049,0.207,-7.73,-0.774382866,-0.482469208
165,Anthony Gill,PF,30,11.1,-3.3,-0.2,1.3,0.099697885,0.056074766,0.136,0.219958275,0.427,-1.06,-0.747725536,-0.482722091
122,Ousmane Dieng,PF,19,9.3,-3.6,-0.2,0.4,0.148036254,0.112149533,0.216,0.202225313,0.488,0.96,-0.632717861,-0.483760469
306,Boban Marjanović,C,34,23.4,1.6,0.2,0.6,0.099697885,0.028037383,0.152,0.060674548,0.268,-7.62,-0.51358675,-0.484896586
287,Alex Len,C,29,12.8,-4,-0.1,0.3,0.051359517,0.046728972,0.184,0.05744089,0.585,2.3,-0.704307236,-0.492881078
134,Chris Duarte,SF,25,8.6,-4.5,-0.6,0,0.238670695,0.130841121,0.2,0.317976356,0.427,-2.91,-0.78141792,-0.499866649
467,Garrett Temple,SG,36,10.5,-1,0,0.3,0.060422961,0.046728972,0.056,0.057892907,0.512,1.63,-0.771149007,-0.504350713
248,Stanley Johnson,SF,26,13.5,-1,0.1,0.7,0.175226586,0.205607477,0.256,0.167802503,0.268,-9.82,-0.630878878,-0.507710461
415,Duncan Robinson,SF,28,7.8,-5,-0.5,0.5,0.193353474,0.102803738,0.128,0.245305981,0.537,-0.13,-0.807913932,-0.508196302
237,Quenton Jackson,PG,24,12.2,-5.1,-0.1,0.2,0.187311178,0.158878505,0.072,0.051460362,0.427,-1.06,-0.804533767,-0.515442395
382,Gary Payton II,SG,30,11.3,-0.6,0.1,0.5,0.123867069,0.140186916,0.208,0.093880389,0.402,-3.96,-0.651719821,-0.517646634
90,Max Christie,SG,19,7.4,-3.1,-0.1,0.6,0.093655589,0.046728972,0.144,0.181675939,0.524,0.43,-0.734847067,-0.522031302
427,Matt Ryan,SF,25,10.6,-1.7,0,0.3,0.102719033,0.046728972,0.04,0.065090403,0.512,-0.22,-0.74750117,-0.523391597
105,Jarrett Culver,SF,23,9.5,-4.2,-0.1,0,0.132930514,0.056074766,0.304,0.051703755,0.5,0.32,-0.736982975,-0.526304595
433,Admiral Schofield,PF,25,10.1,-2.9,-0.1,0.8,0.126888218,0.074766355,0.136,0.160361613,0.415,-2.39,-0.766068962,-0.528121273
148,Simone Fontecchio,SF,27,8,-5.2,-0.6,-0.1,0.190332326,0.074766355,0.136,0.270757997,0.451,-1.03,-0.904604594,-0.53128136
188,R.J. Hampton,SG,21,10.9,-2.8,-0.05,0.35,0.196374622,0.107476636,0.152,0.135326843,0.311,-5.06,-0.778553073,-0.535793963
377,Eugene Omoruyi,SF,25,10.9,-4.5,-0.2,0.3,0.220543807,0.070093458,0.232,0.117298331,0.3475,-3.385,-0.816830985,-0.555329672
327,Rodney McGruder,SG,31,10.7,-1.5,0.1,0.7,0.172205438,0.08411215,0.184,0.187204451,0.207,-7.73,-0.837039,-0.561453156
215,Justin Holiday,SF,33,6.75,-3.9,-0.2,0.1,0.134441088,0.08411215,0.104,0.127451321,0.4815,0.09,-0.926441137,-0.561743166
196,Kevon Harris,SG,25,9.2,-3.6,-0.2,0.6,0.123867069,0.046728972,0.168,0.16286509,0.415,-2.39,-0.835167668,-0.583328211
452,Ish Smith,PG,34,6.5,-6.6,-0.5,-0.5,0.075528701,0.214953271,0.104,0.140924896,0.646,3.04,-0.944236011,-0.588127433
41,Khem Birch,C,30,9.4,-3.5,-0.1,0.2,0.066465257,0.037383178,0.104,0.058449235,0.5,1.59,-0.866329721,-0.58832144
145,Bruno Fernando,C,24,16.1,-1.7,0,0.8,0.123867069,0.093457944,0.312,0.129937413,0.268,-7.62,-0.625297443,-0.591479462
383,Theo Pinson,SG,27,10.1,-3.4,-0.1,0.5,0.072507553,0.112149533,0.128,0.114429764,0.463,-0.14,-0.785402622,-0.592625843
477,Juan Toscano-Anderson,SF,29,7.2,-3.85,-0.15,0.25,0.092145015,0.121495327,0.196,0.125764951,0.4875,-0.3,-0.838278507,-0.593139541
408,Davon Reed,SG,27,5.2,-6.1,-0.3,-0.1,0.069486405,0.046728972,0.128,0.111961057,0.646,3.04,-0.959837845,-0.594853179
116,Matthew Dellavedova,PG,32,6.7,-5.2,-0.2,0.1,0.045317221,0.121495327,0.032,0.07569541,0.585,2.3,-0.975898996,-0.596634604
374,KZ Okpala,PF,23,6.2,-3.2,-0.1,0.3,0.039274924,0.037383178,0.08,0.088004172,0.585,2.3,-0.847364414,-0.608430933
488,Noah Vonleh,C,27,5.9,-6.3,-0.2,0.2,0.033232628,0.028037383,0.168,0.061335188,0.695,6.38,-0.875698913,-0.60904402
271,Kevin Knox,SF,23,10.3,-2.8,-0.1,0.5,0.16918429,0.037383178,0.208,0.210396384,0.207,-7.73,-0.889214233,-0.609620009
95,Amir Coffey,SF,25,7,-5,-0.5,0.4,0.102719033,0.102803738,0.088,0.22096662,0.537,0.31,-0.886177887,-0.609626081
313,Garrison Mathews,SG,26,9.1,-2.5,-0.1,0.7,0.145015106,0.046728972,0.112,0.213282337,0.268,-7.62,-0.937738255,-0.611538186
281,Romeo Langford,SG,23,10.4,-4.2,-0.5,0.5,0.208459215,0.112149533,0.216,0.299582754,0.268,-9.82,-0.893458858,-0.616495221
220,Caleb Houstan,SF,20,6.2,-4,-0.4,0.7,0.114803625,0.056074766,0.152,0.28716968,0.415,-2.39,-0.872244751,-0.619669989
91,Josh Christopher,SG,21,11.5,-4.3,-0.5,0,0.175226586,0.102803738,0.088,0.276877608,0.268,-7.62,-0.946695854,-0.624156768
276,Vit Krejci,PG,22,7.7,-3.6,-0.1,0.1,0.036253776,0.056074766,0.072,0.058657858,0.5,0.32,-0.913808856,-0.633772034
135,David Duke Jr.,SG,23,8.3,-7.3,-0.3,-0.1,0.111782477,0.08411215,0.104,0.082023644,0.549,1.03,-0.975880208,-0.646451718
345,Wendell Moore Jr.,SG,21,9.3,-2.4,0,0.1,0.042296073,0.056074766,0.048,0.054346314,0.512,-0.22,-0.82264557,-0.648696013
247,Keon Johnson,SG,20,9,-5.4,-0.4,-0.5,0.141993958,0.140186916,0.088,0.147566064,0.402,-3.96,-0.983905134,-0.648873805
12,Thanasis Antetokounmpo,PF,30,6.7,-7.6,-0.3,0.1,0.042296073,0.037383178,0.096,0.072878999,0.707,3.61,-1.00592369,-0.648946901
245,James Johnson,PF,35,8.4,-4.4,-0.1,0.1,0.084592145,0.074766355,0.136,0.05876217,0.427,-2.91,-1.025357122,-0.678275831
254,Kai Jones,C,22,10.8,-4,-0.3,0.7,0.102719033,0.028037383,0.216,0.194714882,0.329,-5.89,-0.884431072,-0.678522758
150,Trent Forrest,SG,24,6.1,-5.1,-0.2,-0.1,0.069486405,0.158878505,0.128,0.099791377,0.5,0.32,-0.933129961,-0.678718082
111,Johnny Davis,SG,20,7.2,-7.4,-0.6,-0.3,0.175226586,0.093457944,0.184,0.151634214,0.427,-1.06,-1.016699529,-0.69403682
149,Bryn Forbes,SG,29,6.2,-6.3,-0.3,0,0.108761329,0.065420561,0.048,0.096210014,0.512,-0.22,-1.086655115,-0.721717459
260,Johnny Juzang,SG,21,6.5,-6.5,-0.3,-0.2,0.145015106,0.037383178,0.176,0.08445758,0.451,-1.03,-1.027343799,-0.725553759
466,Terry Taylor,PF,23,8.8,-5.3,-0.2,0.1,0.081570997,0.037383178,0.12,0.081641168,0.427,-2.91,-1.014757606,-0.727175522
494,Jabari Walker,SF,20,9.6,-6.1,-0.6,0.2,0.117824773,0.056074766,0.184,0.218393602,0.402,-3.96,-0.963491445,-0.730905262
365,Frank Ntilikina,SG,24,5.2,-6.7,-0.7,-0.1,0.087613293,0.112149533,0.104,0.21484701,0.463,-0.14,-1.08127745,-0.738704929
310,Cody Martin,SF,27,8.7,-4.6,-0.1,0.1,0.151057402,0.14953271,0.272,0.052538248,0.329,-5.89,-0.935393538,-0.745847623
121,Gorgui Dieng,C,33,9.9,-3.9,-0.2,0,0.117824773,0.158878505,0.28,0.127781641,0.268,-9.82,-1.001169308,-0.767519284
26,Dominick Barlow,PF,19,12.4,-4.6,-0.3,0.7,0.117824773,0.08411215,0.288,0.146244784,0.268,-9.82,-0.892055546,-0.779675181
419,Isaiah Roby,PF,24,9.3,-4.6,-0.3,-0.1,0.123867069,0.08411215,0.2,0.168045897,0.268,-9.82,-1.068883878,-0.793190808
472,JT Thor,PF,20,7,-4.7,-0.7,0.2,0.114803625,0.046728972,0.176,0.341098748,0.329,-5.89,-1.008450786,-0.81024164
52,James Bouknight,SG,22,6.2,-6.5,-0.6,-0.4,0.16918429,0.112149533,0.168,0.183623088,0.329,-5.89,-1.135519307,-0.813345852
326,Bryce McGowens,SG,20,7.2,-6,-0.8,0.1,0.160120846,0.112149533,0.16,0.278894298,0.329,-5.89,-1.04781521,-0.817204419
501,TyTy Washington Jr.,PG,21,7.5,-6.3,-0.5,-0.1,0.141993958,0.140186916,0.12,0.15472879,0.268,-7.62,-1.159681407,-0.830171335
363,Nerlens Noel,C,28,10,-2,0,0.1,0.069486405,0.046728972,0.208,0.055945758,0.207,-7.73,-1.007554826,-0.832748821
76,John Butler,C,20,5.7,-6.2,-0.2,0,0.072507553,0.056074766,0.072,0.080180807,0.402,-3.96,-1.164749813,-0.891659806
361,Daishen Nix,PG,20,5.3,-6.5,-1,-1.2,0.120845921,0.214953271,0.136,0.322670376,0.268,-7.62,-1.222475699,-0.906065296
506,Blake Wesley,SG,19,3.5,-9.6,-1.3,-1.6,0.151057402,0.252336449,0.176,0.238212796,0.268,-9.82,-1.451493761,-0.9095103
411,Jared Rhoden,SG,23,6.5,-6.1,-0.2,0.1,0.096676737,0.028037383,0.208,0.073052851,0.207,-7.73,-1.244018665,-0.971887145
15,Ryan Arcidiacono,PG,28,2.6,-9.4,-0.3,-0.1,0.078549849,0.214953271,0.096,0.055702364,0.402,-3.96,-1.348991235,-0.99644662
