Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value (RandomForest)
349.0,Monte Morris,PG,27.0,15.0,0.5,1.1,4.2,0.311178247734139,0.4953271028037383,0.272,0.5981571627260084,0.427,-1.06,0.3415688727475286,0.35611866344603627
350.0,Trey Murphy III,SF,22.0,15.2,1.8,2.3,7.6,0.4380664652567975,0.1308411214953271,0.288,0.8612656467315716,0.512,1.63,0.7951653240733095,0.916757770401096
351.0,Dejounte Murray,SG,26.0,17.0,1.0,2.1,4.7,0.6193353474320241,0.5700934579439252,0.424,0.9483310152990264,0.5,0.32,1.0114022390330553,0.9816577368247296
352.0,Jamal Murray,PG,25.0,18.0,1.3,1.8,5.1,0.6042296072507553,0.5794392523364487,0.32,0.752364394993046,0.646,3.04,1.029400323768961,1.0714009736934138
353.0,Keegan Murray,SF,22.0,12.3,-0.6,0.8,4.3,0.3685800604229607,0.1121495327102803,0.368,0.8378998609179417,0.585,2.3,0.34450229613180117,0.45411849521295816
354.0,Mike Muscala,C,31.0,12.7,-0.6499999999999999,0.2,1.25,0.1827794561933534,0.0700934579439251,0.26,0.1689325452016689,0.5914999999999999,3.67,-0.311098245791407,-0.14375369794209575
355.0,Svi Mykhailiuk,SF,25.0,13.8,-0.5,0.2,0.7,0.3202416918429003,0.2523364485981308,0.192,0.1559457579972183,0.329,-5.89,-0.429604650214717,-0.1753827630549576
356.0,Larry Nance Jr.,C,30.0,16.0,2.0,1.4,4.9,0.2054380664652567,0.1682242990654205,0.432,0.4868567454798331,0.512,1.63,0.38243928464433397,0.49490169705954046
357.0,Andrew Nembhard,SG,23.0,10.0,-3.2,-0.6,1.2,0.2870090634441087,0.4205607476635514,0.216,0.7296940194714882,0.427,-2.91,-0.2897180495111938,-0.14769769166709504
358.0,Aaron Nesmith,SF,23.0,10.5,-3.0,-0.4,2.0,0.3051359516616314,0.1214953271028037,0.304,0.6393949930458971,0.427,-2.91,-0.337696165975186,-0.20168958283760854
359.0,Raul Neto,PG,30.0,12.6,-0.2,0.2,1.5,0.0996978851963746,0.1495327102803738,0.08,0.1785465924895688,0.622,5.23,-0.33094740889641805,-0.18911116007420314
360.0,Georges Niang,PF,29.0,10.9,-1.4,0.2,2.5,0.2477341389728096,0.0934579439252336,0.192,0.5317802503477052,0.659,4.37,-0.12163540881914137,0.11445440358732441
361.0,Daishen Nix,PG,20.0,5.3,-6.5,-1.0,-1.2,0.120845921450151,0.2149532710280373,0.136,0.3226703755215577,0.268,-7.62,-1.2224756992250991,-0.9060652957632293
362.0,Zeke Nnaji,PF,22.0,12.5,-3.7,-0.3,1.6,0.1570996978851963,0.02803738317757,0.208,0.2571974965229485,0.646,3.04,-0.437738013878193,-0.24361132869724322
363.0,Nerlens Noel,C,28.0,10.0,-2.0,0.0,0.1,0.0694864048338368,0.0467289719626168,0.208,0.0559457579972183,0.207,-7.73,-1.0075548260822114,-0.8327488205359483
364.0,Jaylen Nowell,SG,23.0,13.7,-2.5,-0.2,1.2,0.3262839879154078,0.1869158878504673,0.208,0.4413421418636996,0.512,-0.22,-0.2536348015181142,-0.04045435162576212
365.0,Frank Ntilikina,SG,24.0,5.2,-6.7,-0.7,-0.1,0.0876132930513595,0.1121495327102803,0.104,0.214847009735744,0.463,-0.14,-1.0812774496796589,-0.7387049285600693
366.0,Kendrick Nunn,SG,27.0,11.4,-3.3,-0.2,0.1,0.2145015105740181,0.1261682242990653,0.1239999999999999,0.1716968011126564,0.4755,-0.315,-0.6738683252180518,-0.3190088598838611
367.0,Jusuf Nurkić,C,28.0,17.3,0.1,0.7,2.7,0.4018126888217522,0.2710280373831776,0.728,0.4922809457579972,0.402,-3.96,0.3345718252171364,0.32918427500364805
368.0,Jordan Nwora,SF,24.0,12.2,-2.1,0.0,0.75,0.2870090634441087,0.1448598130841121,0.312,0.2128477051460361,0.567,0.3499999999999998,-0.3173015405124352,-0.2106807406413224
369.0,Royce O'Neale,SF,29.0,9.2,-1.1,0.5,2.9,0.2658610271903323,0.3457943925233645,0.408,0.8479485396383866,0.549,1.03,0.15773913430528694,0.2109910726868726
370.0,Chuma Okeke,SF,24.0,9.1,-1.6,0.1,0.7,0.1419939577039275,0.1308411214953271,0.288,0.1860917941585535,0.415,-2.39,-0.5895065775743544,-0.412974918220834
371.0,Josh Okogie,SG,24.0,13.3,-0.2,0.6,2.8,0.2205438066465256,0.1401869158878504,0.28,0.4752433936022253,0.549,2.08,0.012225991731509088,0.16383456393920046
372.0,Onyeka Okongwu,C,22.0,19.4,0.8,1.3,7.1,0.2990936555891239,0.0934579439252336,0.5760000000000001,0.6502433936022253,0.5,0.32,0.6793387875238929,0.6907208289385719
373.0,Isaac Okoro,SF,22.0,10.7,-0.3,0.7,4.2,0.1933534743202417,0.102803738317757,0.2,0.5812586926286509,0.622,5.23,0.08792817753930969,0.2593597129259978
374.0,KZ Okpala,PF,23.0,6.2,-3.2,-0.1,0.3,0.039274924471299,0.0373831775700934,0.08,0.0880041724617524,0.585,2.3,-0.8473644140328362,-0.6084309328657118
375.0,Victor Oladipo,SG,30.0,10.6,-2.1,0.0,0.6,0.323262839879154,0.3271028037383178,0.24,0.3930111265646731,0.537,-0.13,-0.2798005096183873,-0.07474542511012074
376.0,Kelly Olynyk,C,31.0,14.4,0.4,1.2,4.3,0.377643504531722,0.3457943925233645,0.496,0.6844923504867871,0.451,-1.03,0.4364531545303787,0.4428576218758402
377.0,Eugene Omoruyi,SF,25.0,10.9,-4.5,-0.2,0.3,0.2205438066465256,0.0700934579439252,0.232,0.1172983310152989,0.3475,-3.385,-0.8168309851208042,-0.5553296722329315
378.0,Cedi Osman,SF,27.0,12.0,-0.7,0.5,3.3,0.2628398791540785,0.1401869158878504,0.184,0.5445410292072322,0.622,5.23,0.0429225669713657,0.22860478751977995
379.0,Kelly Oubre Jr.,SF,27.0,14.8,-1.1,0.3,1.7,0.6132930513595166,0.102803738317757,0.416,0.5487830319888735,0.329,-5.89,-0.038154775331180356,0.11942943787890167
380.0,Chris Paul,PG,37.0,17.7,3.2,2.5,6.2,0.4199395770392749,0.8317757009345795,0.344,0.6672461752433936,0.549,2.08,1.1021994570213516,1.0212984625404382
381.0,Cameron Payne,PG,28.0,13.2,-1.2,0.2,1.1,0.311178247734139,0.4205607476635514,0.176,0.3429068150208623,0.549,2.08,-0.09345042403311112,0.057375150090069084
382.0,Gary Payton II,SG,30.0,11.3,-0.6,0.1,0.5,0.1238670694864048,0.1401869158878504,0.208,0.0938803894297635,0.402,-3.96,-0.6517198206530755,-0.5176466339198504
383.0,Theo Pinson,SG,27.0,10.1,-3.4,-0.1,0.5,0.0725075528700906,0.1121495327102803,0.128,0.1144297635605007,0.463,-0.14,-0.785402622327764,-0.5926258427942732
385.0,Mason Plumlee,C,32.0,19.1,1.9,1.1,3.95,0.2975830815709969,0.2523364485981308,0.6639999999999999,0.3648122392211404,0.433,-2.79,0.4204807614804868,0.2671747690202491
386.0,Jakob Poeltl,C,27.0,21.4,2.25,0.95,3.0,0.3806646525679757,0.2476635514018691,0.724,0.3399339360222531,0.384,-4.115,0.4758361009558203,0.44663772512150884
387.0,Aleksej Pokusevski,PF,21.0,13.4,0.0,0.3,1.0,0.2447129909365558,0.1775700934579439,0.376,0.2502086230876217,0.488,0.96,-0.12880703670606927,0.006950352005127658
388.0,Jordan Poole,PG,23.0,14.6,-1.9,0.1,3.2,0.6163141993957704,0.4205607476635514,0.216,0.8643949930458971,0.537,1.66,0.39914205132782277,0.5116499706059788
389.0,Kevin Porter Jr.,PG,22.0,16.2,0.6,1.3,2.9,0.580060422960725,0.5327102803738318,0.424,0.7149860917941586,0.268,-7.62,0.4605143840189353,0.5917052983131386
390.0,Michael Porter Jr.,SF,24.0,16.8,0.2,1.0,4.3,0.525679758308157,0.0934579439252336,0.44,0.6345618915159944,0.646,3.04,0.5734073345886604,0.6343196709008321
391.0,Otto Porter Jr.,SF,29.0,14.0,0.7,0.1,0.4,0.1661631419939577,0.0934579439252336,0.192,0.0564325452016689,0.5,1.59,-0.41652503630615345,-0.2919830212457967
392.0,Bobby Portis,PF,27.0,17.8,0.7,1.2,5.3,0.4259818731117824,0.1401869158878504,0.768,0.6404728789986092,0.707,3.61,0.8521815819345231,0.7273468274738888
393.0,Kristaps Porziņģis,C,27.0,23.1,4.3,3.4,7.7,0.7009063444108761,0.2523364485981308,0.672,0.7477746870653685,0.427,-1.06,1.449683639465472,1.474436159664965
395.0,Dwight Powell,C,31.0,15.5,-1.2,0.3,5.1,0.202416918429003,0.0841121495327102,0.3279999999999999,0.5129346314325453,0.463,-0.14,-0.011252106150380234,0.15399469140493346
396.0,Norman Powell,SG,29.0,17.1,0.3,0.9,3.5,0.5135951661631419,0.1682242990654205,0.2319999999999999,0.5532336578581363,0.537,0.31,0.3012740730469216,0.5062947409386215
399.0,Taurean Prince,PF,28.0,10.0,-3.3,-0.4,1.3,0.2749244712990936,0.1495327102803738,0.192,0.4214534075104311,0.512,-0.22,-0.48177928321055435,-0.21991847985348048
400.0,Payton Pritchard,PG,25.0,10.3,-3.4,-0.2,0.6,0.1691842900302114,0.1214953271028037,0.144,0.2275382475660639,0.695,6.38,-0.4473710426271118,-0.23630263483484165
403.0,Immanuel Quickley,SG,23.0,16.3,1.7,2.1,6.7,0.4501510574018126,0.3177570093457944,0.336,0.824374130737135,0.573,2.99,0.9104044090792103,1.0301004738987773
405.0,Julius Randle,PF,28.0,20.3,3.7,3.9,8.1,0.7583081570996979,0.3831775700934579,0.8,0.963317107093185,0.573,2.99,1.8017000621586887,1.7496464851012363
406.0,Austin Reaves,SG,24.0,14.9,0.7,1.2,5.4,0.3927492447129909,0.3177570093457944,0.24,0.6501390820584144,0.524,0.43,0.4639154180626881,0.4750943741269923
407.0,Cam Reddish,SF,23.0,10.6,-3.3,-0.15,0.5,0.2930513595166163,0.1355140186915887,0.1799999999999999,0.1800243393602224,0.4875,-0.4849999999999999,-0.5627842797991333,-0.2713007565793588
408.0,Davon Reed,SG,27.0,5.2,-6.1,-0.3,-0.1,0.0694864048338368,0.0467289719626168,0.128,0.1119610570236439,0.646,3.04,-0.9598378453171245,-0.5948531794352505
409.0,Paul Reed,C,23.0,19.2,-0.1,0.4,2.8,0.1268882175226586,0.0373831775700934,0.304,0.2656119610570236,0.659,4.37,0.0672022003017125,-0.01698728076445939
410.0,Naz Reid,C,23.0,18.5,1.0,1.0,3.0,0.3474320241691843,0.102803738317757,0.392,0.4406815020862309,0.512,-0.22,0.28235229171989756,0.4276754903096227
411.0,Jared Rhoden,SG,23.0,6.5,-6.1,-0.2,0.1,0.0966767371601208,0.02803738317757,0.208,0.0730528511821975,0.207,-7.73,-1.2440186650340497,-0.9718871452249018
412.0,Nick Richards,C,25.0,18.3,-1.3,0.2,4.2,0.2477341389728096,0.0560747663551401,0.512,0.4289638386648122,0.329,-5.89,-0.05257537246650233,-0.05826715267947316
413.0,Josh Richardson,SG,29.0,11.75,-1.2000000000000002,0.15,0.9,0.2870090634441087,0.2289719626168224,0.2079999999999999,0.273452712100139,0.39,-4.095000000000001,-0.4449280718910802,-0.20647264896163103
414.0,Austin Rivers,SG,30.0,7.4,-2.8,-0.2,1.3,0.148036253776435,0.1308411214953271,0.128,0.3593532684283727,0.512,-0.22,-0.6482869176889001,-0.35734004217134
415.0,Duncan Robinson,SF,28.0,7.8,-5.0,-0.5,0.5,0.1933534743202417,0.102803738317757,0.128,0.2453059805285118,0.537,-0.13,-0.8079139323670199,-0.5081963018110028
416.0,Mitchell Robinson,C,24.0,18.9,2.4,1.7,6.5,0.2235649546827794,0.0841121495327102,0.752,0.5618915159944368,0.573,2.99,0.8260548860690492,0.7151604641573005
417.0,Orlando Robinson,C,22.0,13.4,-2.1,0.0,1.1,0.1117824773413897,0.0747663551401869,0.3279999999999999,0.1518428372739916,0.537,-0.13,-0.4261265901490769,-0.3814206160188606
418.0,Jeremiah Robinson-Earl,PF,22.0,13.0,-1.5,0.1,1.9,0.2054380664652567,0.0934579439252336,0.336,0.2889082058414464,0.488,0.96,-0.25266619345325575,-0.17433862031497038
419.0,Isaiah Roby,PF,24.0,9.3,-4.6,-0.3,-0.1,0.1238670694864048,0.0841121495327102,0.2,0.1680458970792767,0.268,-9.82,-1.0688838779098622,-0.7931908084370686
420.0,David Roddy,PF,21.0,8.8,-3.9,-0.6,1.1,0.202416918429003,0.0747663551401869,0.2239999999999999,0.4429763560500695,0.622,3.6,-0.4612588345384474,-0.2664923300285734
422.0,Derrick Rose,PG,34.0,10.1,-3.7,-0.1,0.0,0.1691842900302114,0.1588785046728972,0.12,0.1211752433936022,0.573,2.99,-0.6846255287307275,-0.34967475201710835
423.0,Terrence Ross,SG,31.0,11.4,-1.3,-0.0499999999999999,0.8,0.2567975830815709,0.1542056074766355,0.212,0.2376390820584144,0.482,-0.155,-0.4499973846339253,-0.22250947899957618
424.0,Terry Rozier,SG,28.0,14.7,-0.6,0.8,1.7,0.6374622356495468,0.4766355140186916,0.3279999999999999,0.7838317107093186,0.329,-5.89,0.2666104936099858,0.445981399757925
425.0,Ricky Rubio,PG,32.0,10.4,-2.8,-0.1,0.7,0.1570996978851963,0.3271028037383178,0.168,0.202086230876217,0.622,5.23,-0.4002086006936524,-0.24550383587237806
426.0,D'Angelo Russell,PG,26.0,16.6,1.7999999999999998,1.0,2.55,0.5332326283987915,0.5747663551401869,0.2399999999999999,0.4109527121001391,0.518,0.105,0.48588934688852076,0.489456259218826
427.0,Matt Ryan,SF,25.0,10.6,-1.7,0.0,0.3,0.1027190332326283,0.0467289719626168,0.04,0.0650904033379694,0.512,-0.22,-0.7475011695325814,-0.5233915970122278
428.0,Domantas Sabonis,C,26.0,23.5,5.8,5.4,12.6,0.5770392749244713,0.6822429906542057,0.984,0.9626564673157162,0.585,2.3,2.4931723575976705,2.126046766888379
429.0,Luka Šamanić,PF,23.0,11.0,-2.1,0.0,0.2,0.2990936555891239,0.1962616822429906,0.344,0.0632823365785813,0.451,-1.03,-0.4537163898104143,-0.2867513336300773
430.0,Dario Šarić,C,28.0,15.9,-0.2,0.1,0.7,0.2235649546827794,0.0841121495327102,0.264,0.0989916550764951,0.488,0.96,-0.32524738732041736,-0.1303896940089253
430.0,Dario Šarić,PF,28.0,12.3,-2.0,0.0,0.9,0.175226586102719,0.1401869158878504,0.304,0.1896383866481223,0.549,2.08,-0.3827217510867055,-0.27699792594441647
433.0,Admiral Schofield,PF,25.0,10.1,-2.9,-0.1,0.8,0.1268882175226586,0.0747663551401869,0.136,0.1603616133518776,0.415,-2.39,-0.7660689619959435,-0.5281212727011286
434.0,Dennis Schröder,PG,29.0,11.5,-2.9,-0.4,2.8,0.3806646525679758,0.4205607476635514,0.2,0.7003129346314325,0.524,0.43,-0.043791579016347656,0.1320319714632637
437.0,Alperen Şengün,C,20.0,19.7,1.4,1.9,5.2,0.4471299093655589,0.3644859813084112,0.72,0.764221140472879,0.268,-7.62,0.7793037495667579,0.875778685802161
438.0,Collin Sexton,PG,24.0,15.9,-1.3,0.2,2.5,0.43202416918429,0.2710280373831776,0.176,0.4057371349095967,0.451,-1.03,-0.025904198538372003,0.1632826687037327
439.0,Landry Shamet,SG,25.0,10.9,-1.4,0.1,1.2,0.2628398791540785,0.2149532710280373,0.136,0.2869262865090403,0.549,2.08,-0.3151544620171624,-0.10005030275850918
440.0,Day'Ron Sharpe,C,21.0,17.8,-2.3,0.0,1.6,0.1419939577039275,0.0747663551401869,0.336,0.1952364394993045,0.549,1.03,-0.23784104917934026,-0.23777248336873902
441.0,Shaedon Sharpe,SG,19.0,11.5,-3.3,-0.6,1.2,0.2990936555891239,0.1121495327102803,0.24,0.6255910987482615,0.402,-3.96,-0.4384963093082396,-0.27062393522173894
442.0,Pascal Siakam,PF,28.0,20.3,3.1,3.4,7.8,0.7311178247734138,0.5420560747663552,0.624,0.93442280945758,0.5,1.59,1.6157825073847438,1.5450522132690319
444.0,Ben Simmons,PG,26.0,13.4,0.4,0.7,2.2,0.2084592145015106,0.5700934579439252,0.504,0.3926634214186369,0.549,1.03,0.28636476821283663,0.1685114073645336
447.0,Anfernee Simons,SG,23.0,14.8,-1.1,0.5,2.5,0.6374622356495468,0.3831775700934579,0.208,0.7663421418636995,0.402,-3.96,0.23790573187360667,0.2565564512500798
448.0,Jericho Sims,C,24.0,13.8,-0.5,0.3,2.6,0.1027190332326283,0.0467289719626168,0.376,0.2870653685674548,0.573,2.99,-0.13210539223502654,-0.10091520793676696
449.0,Marcus Smart,PG,28.0,12.1,-1.0,0.5,3.7,0.3474320241691843,0.588785046728972,0.248,0.6909248956884562,0.695,6.38,0.4591445499619995,0.5206513973984935
450.0,Dennis Smith Jr.,PG,25.0,11.6,-2.2,-0.1,1.1,0.2658610271903323,0.4485981308411215,0.248,0.4915507649513213,0.329,-5.89,-0.3414168236743602,-0.21671365262891865
452.0,Ish Smith,PG,34.0,6.5,-6.6,-0.5,-0.5,0.0755287009063444,0.2149532710280373,0.104,0.1409248956884562,0.646,3.04,-0.9442360113599821,-0.588127432751928
453.0,Jabari Smith Jr.,PF,19.0,11.2,-3.7,-1.1,1.9,0.3867069486404834,0.1214953271028037,0.5760000000000001,0.8623087621696801,0.268,-7.62,-0.28882013790099625,-0.16221733435365648
454.0,Jalen Smith,C,22.0,15.9,-2.1,0.0,2.3,0.283987915407855,0.0934579439252336,0.4639999999999999,0.4505563282336578,0.427,-2.91,-0.12259900115390081,-0.09832149336841618
456.0,Jeremy Sochan,PF,19.0,11.4,-4.0,-0.7,0.2,0.3323262839879154,0.2336448598130841,0.424,0.5152990264255911,0.268,-9.82,-0.5571759019906929,-0.38036292507606717
458.0,Lamar Stevens,SF,25.0,9.5,-2.8,-0.2,1.9,0.1601208459214501,0.0467289719626168,0.264,0.3950278164116829,0.622,5.23,-0.3492585833262387,-0.1553774731958862
459.0,Isaiah Stewart,C,21.0,13.1,-2.1,0.0,2.0,0.3413897280966767,0.1308411214953271,0.648,0.5007997218358832,0.207,-7.73,-0.22117603309025866,-0.25723118626686686
460.0,Max Strus,SF,26.0,10.8,-1.7,0.2,3.4,0.3474320241691843,0.1962616822429906,0.256,0.7991655076495132,0.537,-0.13,0.03005995450383367,0.167167618714322
461.0,Jalen Suggs,SG,21.0,12.5,-1.0,0.3,1.4,0.2990936555891239,0.2710280373831776,0.24,0.4407162726008345,0.415,-2.39,-0.1865869538540005,-0.06415915466467417
462.0,Edmond Sumner,SG,27.0,14.0,-2.6,-0.1,1.3,0.2145015105740181,0.1214953271028037,0.12,0.260048678720445,0.549,1.03,-0.4263960792615799,-0.13497375822453195
464.0,Jae'Sean Tate,SF,27.0,12.2,-3.5,-0.3,0.7,0.2749244712990936,0.2523364485981308,0.304,0.2422809457579972,0.268,-7.62,-0.6483055866949557,-0.4408803660526601
465.0,Jayson Tatum,SF,24.0,23.7,5.5,5.1,10.5,0.9093655589123868,0.4299065420560747,0.7040000000000001,0.9620653685674548,0.695,6.38,2.389898013331279,2.0766859821753796
466.0,Terry Taylor,PF,23.0,8.8,-5.3,-0.2,0.1,0.0815709969788519,0.0373831775700934,0.12,0.0816411682892906,0.427,-2.91,-1.014757606420616,-0.7271755221216846
467.0,Garrett Temple,SG,36.0,10.5,-1.0,0.0,0.3,0.0604229607250755,0.0467289719626168,0.0559999999999999,0.0578929068150208,0.512,1.63,-0.7711490073374782,-0.5043507126850285
468.0,Dalen Terry,SG,20.0,14.1,0.0,0.1,0.5,0.066465256797583,0.0560747663551401,0.08,0.0756606397774687,0.488,1.37,-0.5197361810628351,-0.4004304311562197
470.0,Cam Thomas,SG,21.0,14.7,-2.7,-0.2,1.0,0.3202416918429003,0.1308411214953271,0.136,0.3347009735744089,0.549,1.03,-0.3064723683928882,0.002279485832347579
471.0,Klay Thompson,SF,32.0,14.7,-0.3,1.0,3.1,0.661631419939577,0.2242990654205607,0.3279999999999999,0.8031988873435327,0.537,1.66,0.4636043491307937,0.6641706793032094
472.0,JT Thor,PF,20.0,7.0,-4.7,-0.7,0.2,0.1148036253776434,0.0467289719626168,0.176,0.3410987482614743,0.329,-5.89,-1.0084507858203364,-0.8102416395683391
473.0,Matisse Thybulle,SF,25.0,10.0,0.1,0.3,1.3,0.0815709969788519,0.0467289719626168,0.104,0.2090055632823365,0.659,4.37,-0.3844277020265881,-0.23480342975683527
473.0,Matisse Thybulle,SG,25.0,11.0,-1.2,0.1,0.9,0.2235649546827794,0.1308411214953271,0.28,0.2206884561891516,0.402,-3.96,-0.5021596629449274,-0.357586732243205
474.0,Xavier Tillman Sr.,C,24.0,17.3,1.9,1.2,4.2,0.2114803625377643,0.1495327102803738,0.4,0.4163073713490959,0.622,3.6,0.42651892054347035,0.43937601000730775
476.0,Obi Toppin,PF,24.0,13.6,-0.5,0.4,2.1,0.2235649546827794,0.0934579439252336,0.2239999999999999,0.3698539638386648,0.573,2.99,-0.1113651149358381,0.029774081784366146
477.0,Juan Toscano-Anderson,SF,29.0,7.2,-3.85,-0.15,0.25,0.0921450151057401,0.1214953271028037,0.1959999999999999,0.1257649513212795,0.4875,-0.3,-0.8382785071077172,-0.5931395414342722
478.0,Karl-Anthony Towns,PF,27.0,18.8,3.0,1.2,2.7,0.6283987915407855,0.4485981308411215,0.648,0.3435326842837274,0.512,-0.22,0.7774199247627911,0.6389549770529801
479.0,Gary Trent Jr.,SG,24.0,15.0,0.2,1.2,4.5,0.525679758308157,0.1495327102803738,0.208,0.7469054242002782,0.5,1.59,0.41399808740808325,0.6233551432406148
480.0,P.J. Tucker,PF,37.0,5.7,-3.0,-0.5,2.5,0.1057401812688821,0.0747663551401869,0.312,0.6757997218358831,0.659,4.37,-0.3995138227533776,-0.26590755546143163
481.0,Myles Turner,C,26.0,20.0,2.1,1.9,5.4,0.5438066465256798,0.1308411214953271,0.6,0.6440890125173853,0.427,-2.91,0.7738629421289652,0.8980298901117411
483.0,Jonas Valančiūnas,C,30.0,19.3,-0.4,0.8,5.8,0.4259818731117824,0.1682242990654205,0.816,0.6922461752433936,0.512,1.63,0.7388155617912764,0.6140721559710033
484.0,Jarred Vanderbilt,PF,23.0,14.6,0.85,0.75,2.55,0.2341389728096676,0.2009345794392523,0.5840000000000001,0.3343358831710708,0.4875,-0.3,0.1705959630372066,0.11873170890439062
485.0,Fred VanVleet,PG,28.0,17.0,2.5,2.9,6.5,0.5830815709969789,0.6728971962616823,0.3279999999999999,0.8934979137691237,0.5,1.59,1.2143540776467712,1.2783077148771274
486.0,Devin Vassell,SG,22.0,15.5,0.4,0.7,1.2,0.5589123867069486,0.3364485981308411,0.312,0.4196801112656467,0.268,-9.82,-0.02153821303063407,0.2617044097904844
487.0,Gabe Vincent,PG,26.0,9.0,-3.4,-0.6,1.4,0.283987915407855,0.2336448598130841,0.168,0.6199235048678721,0.537,-0.13,-0.391271755394689,-0.15035369068400312
488.0,Noah Vonleh,C,27.0,5.9,-6.3,-0.2,0.2,0.0332326283987915,0.02803738317757,0.168,0.0613351877607788,0.695,6.38,-0.8756989132522318,-0.6090440199094806
489.0,Nikola Vučević,C,32.0,19.1,2.7,3.2,8.3,0.5317220543806647,0.2990654205607477,0.88,0.965751043115438,0.488,1.37,1.457930657528249,1.413616662418323
490.0,Dean Wade,PF,26.0,8.5,-0.7,0.3,1.8,0.1419939577039275,0.0747663551401869,0.272,0.3161682892906814,0.622,5.23,-0.26602225977132277,-0.14322529206726628
491.0,Franz Wagner,SF,21.0,15.9,-0.1,1.3,5.4,0.5619335347432024,0.3271028037383178,0.3279999999999999,0.9178025034770514,0.415,-2.39,0.6227937647586738,0.6540588284991131
492.0,Moritz Wagner,C,25.0,17.4,0.6,0.7,3.4,0.3172205438066465,0.1401869158878504,0.36,0.3916898470097357,0.415,-2.39,0.10220697903067309,0.20029103640888948
493.0,Ish Wainright,SF,28.0,9.2,-1.2,0.2,1.7,0.1268882175226586,0.0841121495327102,0.184,0.3227746870653685,0.549,2.08,-0.4303888074499367,-0.2169607305556277
494.0,Jabari Walker,SF,20.0,9.6,-6.1,-0.6,0.2,0.1178247734138972,0.0560747663551401,0.184,0.2183936022253129,0.402,-3.96,-0.963491445018744,-0.730905261644372
495.0,Kemba Walker,PG,32.0,15.0,-0.3,0.1,0.3,0.2416918429003021,0.1962616822429906,0.144,0.0549374130737134,0.463,-0.14,-0.4366412601971401,-0.16783439074613649
496.0,Lonnie Walker IV,SG,24.0,12.2,-1.4,0.2,1.8,0.3534743202416918,0.102803738317757,0.152,0.4583449235048679,0.524,0.43,-0.21300520304628234,0.06827733124860157
497.0,John Wall,PG,32.0,13.6,-1.2,0.1,0.3,0.3444108761329305,0.485981308411215,0.216,0.2695410292072323,0.537,0.31,-0.14674783412318626,0.008041870260312193
498.0,T.J. Warren,PF,29.0,14.3,-2.0,0.0,0.8,0.2870090634441087,0.102803738317757,0.2239999999999999,0.1762169680111265,0.549,1.03,-0.3676297283056091,-0.0969020997749437
498.0,T.J. Warren,SF,29.0,11.6,-1.9,0.0,0.3,0.1268882175226586,0.0654205607476635,0.248,0.0720792767732962,0.549,2.08,-0.5668795556443644,-0.4005347840045602
499.0,Duane Washington Jr.,SG,22.0,9.3,-4.6,-0.3,-0.5,0.2386706948640483,0.1869158878504673,0.096,0.1407162726008345,0.549,2.08,-0.697516885528239,-0.36705390267590504
500.0,P.J. Washington,PF,24.0,12.9,-1.3,0.4,2.6,0.4743202416918428,0.2242990654205607,0.392,0.8381780250347705,0.329,-5.89,0.060898715539608184,0.14470508737113993
501.0,TyTy Washington Jr.,PG,21.0,7.5,-6.3,-0.5,-0.1,0.1419939577039275,0.1401869158878504,0.12,0.1547287899860918,0.268,-7.62,-1.159681407182633,-0.8301713354765416
502.0,Yuta Watanabe,SF,28.0,12.1,-0.6,0.3,2.1,0.1691842900302114,0.0747663551401869,0.192,0.327538247566064,0.549,1.03,-0.2988479905301528,-0.17818798216219858
503.0,Lindy Waters III,SG,25.0,11.8,0.1,0.3,1.1,0.1570996978851963,0.0654205607476635,0.144,0.1884561891515994,0.488,0.96,-0.42767219165014103,-0.2716711844125717
504.0,Trendon Watford,PF,22.0,13.6,-1.8,0.1,2.1,0.2235649546827794,0.1962616822429906,0.304,0.416933240611961,0.402,-3.96,-0.2706216367915492,-0.1935327091297344
505.0,Peyton Watson,SG,20.0,12.8,-2.8,0.0,0.3,0.0996978851963746,0.0467289719626168,0.128,0.0667941585535465,0.646,3.04,-0.5491374595376535,-0.3478078136906209
506.0,Blake Wesley,SG,19.0,3.5,-9.6,-1.3,-1.6,0.1510574018126888,0.2523364485981308,0.176,0.2382127955493741,0.268,-9.82,-1.45149376118404,-0.909510299695943
507.0,Russell Westbrook,PG,34.0,16.55,0.35,0.6,0.95,0.4788519637462235,0.705607476635514,0.444,0.3791550764951321,0.5305,0.37,0.3990003860380624,0.36812106945469425
508.0,Coby White,SG,22.0,12.5,-0.8,0.5,3.1,0.2930513595166162,0.2616822429906542,0.2319999999999999,0.608970792767733,0.488,1.37,0.06715839188082239,0.2253759344380558
509.0,Derrick White,SG,28.0,15.4,2.4,2.6,7.4,0.3746223564954682,0.3644859813084112,0.288,0.8154728789986092,0.695,6.38,1.0436178005850927,1.0022529474452238
512.0,Aaron Wiggins,SG,24.0,12.2,-2.1,0.0,2.6,0.2054380664652567,0.102803738317757,0.24,0.4567107093184979,0.488,0.96,-0.26688040816294845,-0.11031319033241421
513.0,Andrew Wiggins,SF,27.0,14.7,-0.5,0.5,2.3,0.5166163141993958,0.2149532710280373,0.4,0.424269819193324,0.537,1.66,0.20845050167586085,0.30435257718001574
